"name","name_alt1","name_alt2","name_alt3","name_alt4","abbreviation","type","uniqid","statements","appearances"
"Australian Military Medicine Association",NA,NA,NA,NA,NA,"Professional","506",0,0
"Australian Music Therapy Association",NA,NA,NA,NA,NA,"Professional","521",0,4
"Australian Natural Therapists Association",NA,NA,NA,NA,NA,"Professional","531",0,4
"Australian Nursing and Midwifery Council","Australian Nursing and Midwifery Accreditation Council",NA,NA,NA,NA,"Professional","538",0,5
"Australian Nursing Federation",NA,NA,NA,NA,NA,"Union","539",23,160
"Australian Orthopaedic Association",NA,NA,NA,NA,NA,"Professional","544",21,73
"Australian Orthotic Prosthetic Association Inc","Australian Orthotic Prosthetic Association",NA,NA,NA,"AOPA","Professional","545",0,0
"Australian Osteopathic Association",NA,NA,NA,NA,NA,"Professional","546",0,0
"Australian Pain Society",NA,NA,NA,NA,"APS","Citizen","550",1,9
"Australian Pedorthic Medical Grade Footwear Association","Pedorthic Association of Australia",NA,NA,NA,NA,"Professional","556",0,0
"Australian Physiotherapy Association",NA,NA,NA,NA,"APA","Professional","563",18,70
"Australian Practice Nurses Association","Australian Primary Health Care Nurses Association",NA,NA,NA,"AP","Professional","576",5,23
"Australian Private Hospitals Association",NA,NA,NA,NA,NA,"Business","581",80,159
"Australian Psychological Society Ltd","Australian Psychological Society",NA,NA,NA,NA,"Professional","588",72,405
"Australian Respiratory Council",NA,NA,NA,NA,NA,"Hybrid","601",0,0
"Australian Resuscitation Council",NA,NA,NA,NA,NA,"Professional","602",0,15
"Australian Rheumatology Association",NA,NA,NA,NA,NA,"Professional","604",2,14
"Australian Salaried Medical Officers Federation",NA,NA,NA,NA,"ASIAL","Union","610",9,59
"Australian Self-Medication Industry",NA,NA,NA,NA,"ARC","Business","619",0,3
"Australian Society for Medical Research",NA,NA,NA,NA,"ASMI","Professional","639",0,35
"Australian Society of Anaesthetists",NA,NA,NA,NA,"ASA","Professional","643",3,30
"Australian Society of Clinical Hypnotherapists",NA,NA,NA,NA,NA,"Professional","648",0,2
"Australian Society of Endodontology Inc","Australian Society of Endodontology",NA,NA,NA,NA,"Professional","649",0,0
"Australian Society of Hypnosis",NA,NA,NA,NA,NA,"Professional","652",0,2
"Australian Society of Orthodontists",NA,NA,NA,NA,NA,"Professional","653",2,8
"Australian Society of Otolaryngology Head & Neck Surgery Ltd","Australian Society of Otolaryngology Head and Neck Surgery",NA,NA,NA,NA,"Professional","654",0,3
"Australian Society of Plastic Surgeons",NA,NA,NA,NA,NA,"Professional","655",25,129
"Australian Sonographers Association","Australasian Sonographers Association",NA,NA,NA,"ASA","Professional","661",4,11
"Australian Thyroid Foundation",NA,NA,NA,NA,"ATF","Hybrid","687",1,0
"Australian Traditional-Medicine Society",NA,NA,NA,NA,NA,"Professional","691",0,0
"Epilepsy Society of Australia","Epilepsy Society",NA,NA,NA,NA,"Professional","995",0,2
"Australian Women's Health Network","Australian Womens Health Network",NA,NA,NA,NA,"Citizen","724",0,2
"Autism Behavioural Intervention Association","Autism Pathways",NA,NA,NA,NA,"Hybrid","736",0,0
"Beyondblue: The National Depression Initiative","Beyond Blue",NA,NA,NA,NA,"Citizen","753",77,2492
"Billings LIFE Leaders In Fertility Education","Billings LIFE",NA,NA,NA,NA,"Professional","758",0,0
"Blind Citizens Australia",NA,NA,NA,NA,NA,"Citizen","764",4,13
"Brain Injury Australia",NA,NA,NA,NA,NA,"Citizen","780",11,18
"Brainwave Australia",NA,NA,NA,NA,"CHAT","Service","781",0,0
"Breast Cancer Institute of Australia","Breast Cancer Institute",NA,NA,NA,"BC","Service","784",0,0
"Breast Cancer Network Australia","Breast Cancer Network",NA,NA,NA,NA,"Citizen","785",25,236
"Cancer Council Australia","Cancer Council",NA,NA,NA,"CCA","Citizen","805",344,343
"CanTeen, the Australian Organisation for Young People Living with Cancer","CanTeen","Australian Organisation for Young People Living with Cancer",NA,NA,NA,"Service","806",0,0
"Care Connect",NA,NA,NA,NA,NA,"Service","808",0,0
"Catholic Health Australia","Catholic Health",NA,NA,NA,"CHA","Institutional","815",74,175
"Chiropractors' Association of Australia","Australian Chiropractors Association","Chiropractors' Association","Chiropractors Association of Australia","Chiropractors Association","ACA","Professional","845",6,25
"Chronic Illness Alliance",NA,NA,NA,NA,NA,"Citizen","851",0,2
"Clinical Oncological Society of Australia","Clinical Oncological Society",NA,NA,NA,NA,"Professional","862",0,1
"Cochlear Implant Club and Advisory Association","CICADA Australia","CICADA",NA,NA,NA,"Hybrid","864",0,0
"Coeliac Australia",NA,NA,NA,NA,"CA","Citizen","865",16,62
"Complementary Healthcare Council of Australia","Complementary Medicines Australia","Complementary Healthcare Council","Complementary Medicines",NA,NA,"Business","886",6,21
"Confederation of Postgraduate Medical Education Councils",NA,NA,NA,NA,NA,"Professional","891",0,1
"Consumers Health Forum of Australia","Consumers Health Forum",NA,NA,NA,"CHF","Citizen","898",50,67
"Continence Foundation of Australia","Continence Foundation",NA,NA,NA,NA,"Citizen","901",4,20
"Cornea and Contact Lens Society of Australia","Cornea and Contact Lens Society",NA,NA,NA,"ADOA(Vic)","Professional","906",0,0
"Cosmetic Physicians Society of Australia","Cosmetic Physicians Society",NA,NA,NA,"RACS","Professional","909",2,0
"Crohn's and Colitis Australia","Crohns and Colitis Australia",NA,NA,NA,NA,"Hybrid","925",0,0
"Cystic Fibrosis Australia",NA,NA,NA,NA,NA,"Hybrid","932",2,0
"Dalgarno Institute",NA,NA,NA,NA,NA,"Citizen","936",2,5
"Dance-Movement Therapy Association of Australia","Dance-Movement Therapy Association",NA,NA,NA,NA,"Professional","938",0,0
"Day of Difference Foundation",NA,NA,NA,NA,NA,"Service","940",0,0
"Deaf Australia",NA,NA,NA,NA,NA,"Citizen","941",1,17
"Deb Bailey Foundation",NA,NA,NA,NA,NA,"Service","944",1,0
"Dental Assistants Association of Australia","Dental Assistants Professional Association","Dental Assistants Association",NA,NA,NA,"Professional","950",0,0
"Dental Hygienists Assistants Association of Australia Inc","Dental Hygienists Assistants Association of Australia","Dental Hygienists Assistants Association",NA,NA,NA,"Professional","951",0,0
"Diabetes Australia",NA,NA,NA,NA,NA,"Citizen","954",14,208
"Dietitians Association of Australia","Dietitians Australia","Dietitians Association",NA,NA,"ANZOS","Professional","955",57,330
"Disability Services Australia",NA,NA,NA,NA,NA,"Service","958",1,0
"Discharge Planning Association",NA,NA,NA,NA,NA,"Professional","961",0,0
"Diversional Therapy Australia",NA,NA,NA,NA,NA,"Professional","963",0,0
"Doctors Reform Society of Australia","Doctors Reform Society",NA,NA,NA,NA,"Citizen","966",0,0
"Dystrophic Epidermolysis Bullosa Research Association of Australia",NA,NA,NA,NA,"DEBRA","Hybrid","972",0,0
"Endeavour Foundation",NA,NA,NA,NA,NA,"Hybrid","987",9,0
"Endocrine Society of Australia","Endocrine Society",NA,NA,NA,"ESA","Professional","988",0,9
"Fertility Society of Australia","Fertility Society",NA,NA,NA,"FPWNT","Business","1029",36,133
"Fred Hollows Foundation",NA,NA,NA,NA,NA,"Service","1055",3,0
"GAIN Inc","GAIN",NA,NA,NA,NA,"Citizen","1069",0,0
"Gastroenterological Nurses College",NA,NA,NA,NA,NA,"Professional","1078",0,0
"Gawler Foundation",NA,NA,NA,NA,NA,"Service","1080",0,0
"Glaucoma Australia",NA,NA,NA,NA,NA,"Citizen","1088",0,5
"Gynaecological Cancer Society",NA,NA,NA,NA,NA,"Professional","1109",0,0
"Haemophilia Foundation Australia","Haemophilia Foundation",NA,NA,NA,NA,"Citizen","1111",3,2
"Health Information Management Association of Australia","Health Information Management Association",NA,NA,NA,NA,"Professional","1118",0,1
"Heart Support Australia","Heart Support - Australia",NA,NA,NA,NA,"Service","1120",2,0
"Hepatitis Australia",NA,NA,NA,NA,"HQ","Citizen","1123",0,11
"Homebirth Australia",NA,NA,NA,NA,NA,"Citizen","1134",0,8
"Humour Foundation",NA,NA,NA,NA,NA,"Service","1144",0,0
"Humpty Dumpty Foundation",NA,NA,NA,NA,NA,"Service","1145",2,0
"Impotence Australia",NA,NA,NA,NA,NA,"Service","1151",0,0
"Inspire Foundation","REACH OUT.com",NA,NA,NA,NA,"Service","1160",0,0
"Gastroenterological Society of Australia","Gastroenterological Society",NA,NA,NA,NA,"Professional","20114",0,14
"Institute of Hospital Engineering","Institute of Healthcare Engineering, Australia","Institute of Healthcare Engineering",NA,NA,NA,"Professional","1174",0,0
"Irabina Autism Childhood Services",NA,NA,NA,NA,NA,"Service","1192",0,0
"Irritable Bowel Information and Support Association of Australia","IBIS Irritable Bowel Information Australia","Irritable Bowel Information and Support Association","IBIS Irritable Bowel Information",NA,NA,"Service","1197",0,0
"Jean Hailes for Women's Health","Jean Hailes for Womens Health",NA,NA,NA,NA,"Service","1204",0,0
"Kid's Cancer Project","Kids Cancer Project",NA,NA,NA,NA,"Service","1210",0,0
"Kids Foundation",NA,NA,NA,NA,NA,"Service","1211",1,0
"Kids Under Cover",NA,NA,NA,NA,NA,"Service","1212",0,0
"Leadership Plus",NA,NA,NA,NA,NA,"Service","1220",1,0
"Leprosy Mission Australia","Leprosy Mission",NA,NA,NA,NA,"Service","1224",0,0
"Leukaemia Foundation of Australia","Leukaemia Foundation",NA,NA,NA,NA,"Citizen","1226",30,3
"Lifeline Australia",NA,NA,NA,NA,NA,"Service","1229",10,0
"Macular Degeneration Foundation",NA,NA,NA,NA,NA,"Hybrid","1238",0,0
"Make-A-Wish Australia","Make-A-Wish",NA,NA,NA,NA,"Service","1241",0,0
"Maternity Coalition",NA,NA,NA,NA,NA,"Citizen","1252",0,0
"Medecins Sans Frontieres",NA,NA,NA,NA,NA,"Service","1254",19,0
"Medical Association for Prevention of War",NA,NA,NA,NA,NA,"Citizen","1258",4,47
"Medical Error Action Group",NA,NA,NA,NA,NA,"Citizen","1259",12,21
"Medical Indemnity Protection Society",NA,NA,NA,NA,"MEAG","Professional","1260",0,4
"Medical Technology Association of Australia","Medical Technology Association",NA,NA,NA,"MTAA","Business","1261",23,133
"Epilepsy Action Australia","Epilepsy Association",NA,NA,NA,NA,"Hybrid","10593",3,0
"Medicines Australia",NA,NA,NA,NA,NA,"Business","1262",26,301
"Mental Health Council of Australia","Mental Health Australia","Mental Health Council",NA,NA,NA,"Citizen","1267",20,152
"Mental Illness Fellowship of Australia","Mental Illness Fellowship",NA,NA,NA,"MIFA","Citizen","1268",0,16
"Active Ageing Australia","Active Ageing",NA,NA,NA,NA,"Service","10510",0,0
"Motor Neurone Disease Australia","Motor Neurone Disease",NA,NA,NA,NA,"Citizen","1283",1,3
"Muscular Dystrophy Australia","Muscular Dystrophy",NA,NA,NA,"MDASA","Service","1286",0,0
"Narcotics Anonymous Australia","Narcotics Anonymous",NA,NA,NA,NA,"Service","1292",0,0
"National Aboriginal Community Controlled Health Organisation",NA,NA,NA,NA,NA,"Institutional","1293",12,130
"National Association of People Living With HIV/AIDS",NA,NA,NA,NA,NA,"Citizen","1305",0,0
"National Association of Specialist Obstetricians and Gynaecologists",NA,NA,NA,NA,NA,"Professional","1308",0,50
"National Asthma Council Australia","National Asthma Council",NA,NA,NA,NA,"Citizen","1311",15,35
"National Breast Cancer Foundation",NA,NA,NA,NA,NA,"Service","1316",13,0
"National Enrolled Nurses Association",NA,NA,NA,NA,NA,"Professional","1330",0,0
"National Heart Foundation of Australia","National Heart Foundation",NA,NA,NA,NA,"Hybrid","1340",10,0
"National Herbalists Association of Australia","National Herbalists Association",NA,NA,NA,"NHAA","Professional","1341",0,0
"National Pharmaceutical Services Association",NA,NA,NA,NA,"NPSA","Business","1350",3,6
"National Rural Health Alliance",NA,NA,NA,NA,"NRHA","Citizen","1358",8,55
"National Stroke Foundation",NA,NA,NA,NA,NA,"Citizen","1365",0,8
"Australian Naturopathic Practitioners Association","Naturopathic Practitioners Association",NA,NA,NA,NA,"Professional","1375",0,8
"NF Australia","Children's Tumor Foundation","Childrens Tumor Foundation",NA,NA,NA,"Service","1381",0,0
"Non Smokers Movement of Australia Inc","Non Smokers Movement of Australia","Non Smokers Movement","Non Smokers' Movement of Australia","Non Smokers' Movement",NA,"Citizen","1384",0,0
"Nurses Christian Fellowship Australia","Nurses Christian Fellowship",NA,NA,NA,NA,"Professional","1386",0,0
"Nutrition Australia",NA,NA,NA,NA,NA,"Citizen","1387",86,210
"Nutrition Society of Australia","Nutrition Society",NA,NA,NA,NA,"Professional","1388",0,3
"Occupational Therapy Australia",NA,NA,NA,NA,NA,"Professional","1390",9,25
"Optometrists Association Australia","Optometery Australia","Optometrists Association",NA,NA,NA,"Professional","1397",0,0
"Orthoptics Australia",NA,NA,NA,NA,NA,"Professional","1402",0,1
"Osteoporosis Australia",NA,NA,NA,NA,"AV","Citizen","1403",0,37
"Ovarian Cancer Australia",NA,NA,NA,NA,NA,"Citizen","1407",5,101
"Ovarian Cancer Research Foundation",NA,NA,NA,NA,NA,"Service","1408",8,0
"Palliative Care Australia",NA,NA,NA,NA,NA,"Citizen","1415",1,8
"Parkinson's Australia","Parkinsons Australia",NA,NA,NA,NA,"Citizen","1417",0,5
"Pharmaceutical Society of Australia","Pharmaceutical Society",NA,NA,NA,NA,"Professional","1426",23,133
"Post and Antenatal Depression Association",NA,NA,NA,NA,NA,"Service","1446",0,0
"Private Healthcare Australia",NA,NA,NA,NA,NA,"Business","1455",241,757
"Prostate Cancer Foundation of Australia","Prostate Cancer Foundation",NA,NA,NA,NA,"Hybrid","1467",27,0
"Public Health Association of Australia","Public Health Association",NA,NA,NA,NA,"Citizen","1470",60,192
"Retirement Village Association","Retirement Village Residents Association",NA,NA,NA,NA,"Business","1496",0,15
"Rett Syndrome Association of Australia","Rett Syndrome Association",NA,NA,NA,NA,"Service","1497",1,0
"Ronald McDonald House Charities",NA,NA,NA,NA,NA,"Service","1506",2,0
"Royal Australian College of General Practitioners",NA,NA,NA,NA,"RACGP","Professional","1510",289,1695
"Royal College of Nursing Australia","Australian College of Nursing","Royal College of Nursing",NA,NA,NA,"Professional","1513",41,139
"Royal Institute for Deaf and Blind Children","Next Sense",NA,NA,NA,NA,"Service","1514",0,0
"Royal Life Saving Society Australia","Royal Life Saving Society",NA,NA,NA,NA,"Service","1515",44,0
"RPH Australia",NA,NA,NA,NA,NA,"Business","1517",0,2
"Rural Doctors Association of Australia","Rural Doctors Association","Rural Doctors' Association of Australia","Rural Doctors' Association",NA,"RDAA","Professional","1519",45,97
"Rural Health Workforce Australia","Rural Health Workforce",NA,NA,NA,"SDA","Institutional","1520",0,0
"SANE Australia",NA,NA,NA,NA,NA,"Hybrid","1522",0,0
"Scleroderma Australia",NA,NA,NA,NA,"SCFA","Citizen","1529",0,0
"Sexual Health and Family Planning Australia","Sexual Health and Family Planning",NA,NA,NA,NA,"Institutional","1544",1,0
"SIDS and Kids Australia","Red Nose Grief and Loss","SIDS and Kids",NA,NA,NA,"Hybrid","1553",0,0
"Society of Hospital Pharmacists of Australia","Society of Hospital Pharmacists",NA,NA,NA,NA,"Professional","1566",2,14
"Speech Pathology Australia","Speech Pathology",NA,NA,NA,NA,"Professional","1574",1,42
"Spinal Cord Injuries Australia","Spinal Cord Injuries",NA,NA,NA,NA,"Hybrid","1575",0,0
"Sports Dietitians Australia","Sports Dietitians",NA,NA,NA,NA,"Professional","1580",0,13
"Sports Medicine Australia","Sports Medicine",NA,NA,NA,NA,"Professional","1581",3,16
"St John Ambulance Australia","St John Ambulance",NA,NA,NA,NA,"Service","1583",82,0
"Stillbirth and Neonatal Death Support",NA,NA,NA,NA,NA,"Service","1593",0,0
"Stillbirth Foundation Australia","Stillbirth Foundation",NA,NA,NA,NA,"Service","1594",16,0
"Suicide Prevention Australia",NA,NA,NA,NA,NA,"Citizen","1599",41,180
"Synapse",NA,NA,NA,NA,NA,"Citizen","1611",0,0
"The Australian Kidney Foundation","Australian Kidney Foundation",NA,NA,NA,NA,"Hybrid","1630",0,0
"The Pharmacy Guild of Australia","Pharmacy Guild of Australia","Pharmacy Guild",NA,NA,NA,"Professional","1640",187,562
"Transplant Australia",NA,NA,NA,NA,"TA","Citizen","1653",11,23
"Vision Australia",NA,NA,NA,NA,NA,"Hybrid","1678",41,0
"Australasian Society for Ultrasound In Medicine",NA,NA,NA,NA,"ASUM","Business","10716",0,2
"Laundry Association Australia","Laundry Association",NA,NA,NA,"DIA","Business","20129",0,1
"Accord Australasia",NA,NA,NA,NA,"AABTh","Business","20002",1,9
"Pathology Australia",NA,NA,NA,NA,NA,"Business","20153",12,103
"Multiple Sclerosis Australia",NA,NA,NA,NA,NA,"Citizen","10647",0,3
"Asbestos Diseases Society",NA,NA,NA,NA,NA,"Citizen","10570",0,17
"Emerge Australia",NA,NA,NA,NA,"ME/CFS","Citizen","20104",2,13
"Eczema Association of Australasia","Eczema Association",NA,NA,NA,"PAI","Citizen","20103",0,4
"Wounds Australia",NA,NA,NA,NA,NA,"Citizen","20210",0,21
"Cardiomyopathy Association of Australia","Cardiomyopathy Association",NA,NA,NA,"CSANZ","Citizen","20093",0,2
"Child and Youth Health",NA,NA,NA,NA,NA,"Citizen","10690",0,2
"Pedestrian Council of Australia","Pedestrian Council",NA,NA,NA,NA,"Citizen","10634",44,93
"Australian Hepatitis Council",NA,NA,NA,NA,NA,"Citizen","10752",0,0
"Community Mental Health Australia","Community Mental Health",NA,NA,NA,"MHANSW","Citizen","20100",0,9
"Drug Free Australia",NA,NA,NA,NA,NA,"Citizen","10709",16,28
"HeartKids",NA,NA,NA,NA,NA,"Citizen","20121",20,1
"Mental Health Foundation of Australia","Mental Health Foundation",NA,NA,NA,NA,"Hybrid","10506",2,0
"Australian Association for Exercise and Sports Science",NA,NA,NA,NA,NA,"Professional","10512",0,0
"Royal Australasian College of Surgeons",NA,NA,NA,NA,NA,"Professional","10703",40,432
"Royal Australian and New Zealand College of Radiologists",NA,NA,NA,NA,NA,"Professional","20168",0,53
"Urological Society of Australia and New Zealand",NA,NA,NA,NA,"USANZ","Professional","20205",0,53
"Royal Australasian College of Physicians",NA,NA,NA,NA,NA,"Professional","20167",18,234
"Neurosurgical Society of Australasia","Neurosurgical Society",NA,NA,NA,"NSA","Professional","10649",0,3
"Australasian College of Health Service Management",NA,NA,NA,NA,"ACHSM","Professional","10631",0,3
"The Royal Australian and New Zealand College of Psychiatrists","Royal Australian and New Zealand College of Psychiatrists",NA,NA,NA,NA,"Professional","20200",0,214
"Australian Podiatry Association",NA,NA,NA,NA,NA,"Professional","20072",1,17
"Australian and New Zealand Association of Neurologists",NA,NA,NA,NA,"AAN","Professional","10648",0,4
"Cardiac Society of Australia and New Zealand",NA,NA,NA,NA,NA,"Professional","20092",0,29
"Royal College of Pathologists of Australasia","Royal College of Pathologists",NA,NA,NA,"RCPA","Professional","10659",6,56
"Thoracic Society of Australia and New Zealand",NA,NA,NA,NA,"TSANZ","Professional","20202",0,18
"Australasian Association of Clinical Biochemists",NA,NA,NA,NA,"AACB","Professional","20012",0,1
"The Royal Australasian College of Dental Surgeons","Royal Australasian College of Dental Surgeons",NA,NA,NA,"RACDS","Professional","20197",1,4
"Australasian College of Dermatologists",NA,NA,NA,NA,"ACD","Professional","10569",18,59
"Royal Australasian College of Medical Administrators",NA,NA,NA,NA,"RACMA","Professional","20166",0,7
"Australian and New Zealand Society for Geriatric Medicine",NA,NA,NA,NA,NA,"Professional","20052",0,9
"Australasian Neuroscience Nurses' Association",NA,NA,NA,NA,NA,"Professional","20029",0,0
"Australian and New Zealand Intensive Care Society",NA,NA,NA,NA,NA,"Professional","20051",0,53
"Australasian Society for Infectious Diseases",NA,NA,NA,NA,"ASID","Professional","10571",5,45
"Australian and New Zealand Burn Association",NA,NA,NA,NA,NA,"Professional","20050",0,3
"Australasian College of Physical Scientists and Engineers in Medicine",NA,NA,NA,NA,"ACPSEM","Professional","20016",0,0
"Human Genetics Society of Australasia",NA,NA,NA,NA,NA,"Professional","20123",0,10
"Australasian Professional Society on Alcohol and other Drugs",NA,NA,NA,NA,NA,"Professional","20032",0,11
"Australasian College of Sport and Exercise Physicians",NA,NA,NA,NA,NA,"Professional","20017",0,15
"Australian and New Zealand Society of Blood Transfusion",NA,NA,NA,NA,NA,"Professional","20053",0,0
"Australasian Epidemiological Association",NA,NA,NA,NA,"ACSP","Professional","20020",0,3
"Australasian Menopause Society",NA,NA,NA,NA,"AMS","Professional","20026",13,33
"Australia and New Zealand Association of Psychotherapy",NA,NA,NA,NA,NA,"Professional","20047",0,0
"Australasian Sleep Association",NA,NA,NA,NA,"ASA","Professional","20036",8,48
"Australasian Society for HIV, Viral Hepatitis and Sexual Health Medicine",NA,NA,NA,NA,NA,"Professional","20037",0,10
"Australasian Society of Clinical Immunology and Allergy",NA,NA,NA,NA,"ASCIA","Professional","20040",0,35
"Australasian Integrative Medicine Association",NA,NA,NA,NA,NA,"Professional","20024",0,3
"Australasian Lymphology Association",NA,NA,NA,NA,"AEA","Professional","20025",0,1
"Royal Australian and New Zealand College of Ophthalmologists",NA,NA,NA,NA,NA,"Professional","10653",0,41
"Haematology Society of Australia and New Zealand",NA,NA,NA,NA,"HSANZ","Professional","10616",0,0
"Royal Australian and New Zealand College of Obstetricians and Gynaecologists",NA,NA,NA,NA,NA,"Professional","10652",0,221
"Australian College of Nurse Practitioners",NA,NA,NA,NA,"ACN","Professional","20059",10,14
"Australasian Podiatry Council",NA,NA,NA,NA,"APODC","Professional","10641",0,5
"Australian Foundation for Mental Health Research",NA,NA,NA,NA,NA,"Service","10643",0,0
"Retina Australia",NA,NA,NA,NA,"RASA","Service","20164",4,0
"Stroke Recovery Association NSW",NA,NA,NA,NA,NA,"Service","10635",0,0
"Bosom Buddies",NA,NA,NA,NA,NA,"Service","10544",1,0
"Lymphoma Australia",NA,NA,NA,NA,NA,"Service","20135",7,0
"Childhood Cancer Association",NA,NA,NA,NA,NA,"Service","20096",1,0
"Hotel, Motel and Accommodation Association of Australia","Hotel, Motel and Accommodation Association",NA,NA,NA,NA,"Business","10733",0,0
"Property Owners Association of Australia","Property Owners Association",NA,NA,NA,NA,"Business","10672",5,1
"Self Storage Association of Australasia","Self Storage Association",NA,NA,NA,"SSAA","Business","20172",0,2
"Association of Wall and Ceiling Industries of Australia and New Zealand","Association of Wall and Ceiling Industries",NA,NA,NA,"AWCIANZ","Business","20008",0,0
"Australian Direct Property Investment Association",NA,NA,NA,NA,NA,"Business","10748",0,0
"Building Products Innovation Council",NA,NA,NA,NA,NA,"Business","20091",3,3
"Roofing Tile Association of Australia","Roofing Tile Association",NA,NA,NA,NA,"Business","20165",0,0
"Building Designers Association of Australia","Building Designers Association",NA,NA,NA,NA,"Professional","20090",0,7
"Australian Resident Accommodation Managers Association",NA,NA,NA,NA,"LASA","Professional","20075",0,3
"Migration Institute of Australia","Migration Institute",NA,NA,NA,NA,"Professional","1272",4,33
"Refugee Council of Australia","Refugee Council",NA,NA,NA,NA,"Citizen","1486",34,159
"Burmese Friendship Association",NA,NA,NA,NA,NA,"Citizen","10542",0,0
"Australian Chinese Community Association",NA,NA,NA,NA,NA,"Service","10552",0,0
"Australia-Indonesia Institute","Australia Indonesia Institute",NA,NA,NA,NA,"Citizen","10623",0,8
"United Nations Information Centre",NA,NA,NA,NA,NA,"Service","10625",0,0
"Adventist Development & Relief Agency Australia","Adventist Development and Relief Agency Australia","Adventist Development and Relief Agency",NA,NA,NA,"Service","16",0,0
"Australia for UNHCR",NA,NA,NA,NA,NA,"Service","120",0,0
"Australian Committee for UNICEF Ltd (ta Unicef Australia)","Unicef Australia",NA,NA,NA,NA,"Citizen","261",56,211
"Oxfam Australia","Oxfam Community Aid Abroad","Oxfam",NA,NA,NA,"Hybrid","10656",6,0
"CARE Australia",NA,NA,NA,NA,NA,"Hybrid","807",3,0
"CBM Australia",NA,NA,NA,NA,NA,"Hybrid","821",2,0
"Partners in Aid",NA,NA,NA,NA,NA,"Service","1420",0,0
"PIONEERS of Australia",NA,NA,NA,NA,NA,"Service","1430",0,0
"Save the Children Australia","Save the Children",NA,NA,NA,NA,"Hybrid","1524",37,0
"UN Women Australia",NA,NA,NA,NA,NA,"Citizen","1660",0,50
"United Nations Association of Australia","United Nations Association",NA,NA,NA,NA,"Citizen","1663",0,26
"World Vision of Australia","World Vision",NA,NA,NA,NA,"Hybrid","1707",46,0
"Showmen's Guild of Australasia","Showmen's Guild","Showmens Guild","Showmens Guild of Australasia",NA,NA,"Business","20177",0,3
"Real Estate Employers' Federation","Real Estate Employers Federation",NA,NA,NA,NA,"Business","20162",0,1
"Australian International Pilots' Association","Australian International Pilots Association",NA,NA,NA,NA,"Business","10665",3,2
"Agribusiness Employers Federation",NA,NA,NA,NA,NA,"Business","10578",0,0
"Recruitment and Consulting Services Association",NA,NA,NA,NA,NA,"Business","10662",1,8
"Women in Super",NA,NA,NA,NA,NA,"Citizen","10701",2,75
"CPA Australia","CPA",NA,NA,NA,NA,"Professional","10602",146,560
"The Australasian Institute of Mining and Metallurgy",NA,NA,NA,NA,NA,"Professional","20188",2,21
"Illuminating Engineering Society of Australia and New Zealand","Illuminating Engineering Society",NA,NA,NA,NA,"Professional","20124",0,0
"Australian and International Pilots Association",NA,NA,NA,NA,"AAA","Professional","10759",0,229
"Master Locksmiths Association of Australasia","Master Locksmiths Association",NA,NA,NA,"MLAA","Professional","20137",0,2
"Australasian Meat Industry Employees Union",NA,NA,NA,NA,"NSWTF","Union","10640",6,52
"Shop Distributive and Allied Employees Association",NA,NA,NA,NA,NA,"Union","10675",0,248
"Metal Trades Federation of Unions",NA,NA,NA,NA,NA,"Union","10577",0,0
"Union of Christmas Island Workers",NA,NA,NA,NA,NA,"Union","10676",0,1
"Independent Education Union of Australia","Independent Education Union",NA,NA,NA,NA,"Union","10582",114,45
"Health and Community Services Union",NA,NA,NA,NA,"HACSU","Union","20117",81,287
"Health Services Union of Australia","Health Services Union",NA,NA,NA,NA,"Union","10576",151,2
"Rail, Tram and Bus Union",NA,NA,NA,NA,NA,"Union","20159",14,601
"Communications, Electrical and Plumbing Union of Australia","Communications, Electrical and Plumbing Union",NA,NA,NA,NA,"Union","10575",2,15
"Australian Association of Graduate Employers",NA,NA,NA,NA,NA,"Business","174",0,26
"Australian Council of Trade Unions",NA,NA,NA,NA,"ACTU","Union","287",612,2019
"Australian Human Resources Institute",NA,NA,NA,NA,"AHRI","Professional","396",23,96
"Australian Labour and Employment Relations Association",NA,NA,NA,NA,NA,"Professional","460",0,5
"Australian Manufacturing Workers' Union","Australian Manufacturing Workers Union",NA,NA,NA,"AMWU","Union","485",49,117
"Australian Maritime Officers Union",NA,NA,NA,NA,NA,"Union","492",2,45
"Australian Services Union",NA,NA,NA,NA,NA,"Union","622",154,768
"Australian Workers' Union","Australian Workers Union",NA,NA,NA,"ASU","Union","727",234,2047
"Employee Assistance Professionals Association of Australia Inc","Employee Assistance Professionals Association of Australia","Employee Assistance Professionals Association",NA,NA,NA,"Professional","984",0,0
"Employee Ownership Australia Limited","Employee Ownership Australia","Employee Ownership",NA,NA,NA,"Business","985",1,6
"Disability Employment Australia","Employers Making a Difference","Disability Employment",NA,NA,NA,"Institutional","10581",0,2
"Family Day Care Australia",NA,NA,NA,NA,NA,"Business","1009",0,3
"IFAP","WHS Foundation",NA,NA,NA,"IFAP","Professional","1149",0,0
"Jobs Australia",NA,NA,NA,NA,NA,"Business","1208",7,40
"National Employment Services Association Limited","National Employment Services Association",NA,NA,NA,NA,"Business","1329",1,17
"National Union of Workers","United Workers Union","United Voice",NA,NA,"UWU","Union","1371",617,2371
"Scarlet Alliance - Australian Sex Workers Association","Scarlet Alliance","Australian Sex Workers Association",NA,NA,NA,"Business","1525",10,0
"Settlement Council of Australia","Settlement Council",NA,NA,NA,NA,"Institutional","1543",0,15
"Superannuated Commonwealth Officers' Association",NA,NA,NA,NA,NA,"Professional","1601",0,2
